% N density lambda LLtest TP FP
50 0.12 500.000000  0.000000 0.109299 0.059027
5000 0.13 30.000000  0.000000 0.527607 0.351559
5000 0.13 20.000000  0.000000 0.527607 0.352490
5000 0.13 10.000000  0.000000 0.527607 0.356910
5000 0.13 5.000000  0.000000 0.527607 0.356910
5000 0.13 1.000000  0.000000 0.527607 0.357143
5000 0.13 0.500000  0.000000 0.527607 0.357143
5000 0.13 0.100000  0.000000 0.527607 0.357143
5000 0.13 0.050000  0.000000 0.527607 0.357143
5000 0.13 0.010000  0.000000 0.527607 0.357143
5000 0.14 500.000000  0.000000 0.499278 0.291990
5000 0.14 450.000000  0.000000 0.512266 0.294104
5000 0.14 400.000000  0.000000 0.518038 0.298802
5000 0.14 350.000000  0.000000 0.533911 0.305614
5000 0.14 300.000000  0.000000 0.536797 0.310312
5000 0.14 250.000000  0.000000 0.552670 0.317595
5000 0.14 200.000000  0.000000 0.574315 0.322528
5000 0.14 150.000000  0.000000 0.593074 0.339911
5000 0.14 100.000000  0.000000 0.614719 0.355180
5000 0.14 50.000000  0.000000 0.639250 0.377731
5000 0.14 40.000000  0.000000 0.643579 0.380080
5000 0.14 30.000000  0.000000 0.646465 0.389241
5000 0.14 20.000000  0.000000 0.650794 0.397463
5000 0.14 10.000000  0.000000 0.650794 0.398872
5000 0.14 5.000000  0.000000 0.652237 0.401222
5000 0.14 1.000000  0.000000 0.652237 0.403805
5000 0.14 0.500000  0.000000 0.652237 0.403805
5000 0.14 0.100000  0.000000 0.652237 0.403805
5000 0.14 0.050000  0.000000 0.652237 0.403805
5000 0.14 0.010000  0.000000 0.652237 0.403805
5000 0.13 500.000000  0.000000 0.678855 0.300393
5000 0.13 450.000000  0.000000 0.680445 0.308956
5000 0.13 400.000000  0.000000 0.686804 0.314511
5000 0.13 350.000000  0.000000 0.699523 0.320065
5000 0.13 300.000000  0.000000 0.718601 0.326545
5000 0.13 250.000000  0.000000 0.728140 0.339042
5000 0.13 200.000000  0.000000 0.739269 0.351308
5000 0.13 150.000000  0.000000 0.748808 0.363573
5000 0.13 100.000000  0.000000 0.761526 0.381856
5000 0.13 50.000000  0.000000 0.780604 0.402916
5000 0.13 40.000000  0.000000 0.780604 0.404305
5000 0.13 30.000000  0.000000 0.788553 0.412173
5000 0.13 20.000000  0.000000 0.796502 0.416570
5000 0.13 10.000000  0.000000 0.796502 0.416570
5000 0.13 5.000000  0.000000 0.796502 0.416802
5000 0.13 1.000000  0.000000 0.799682 0.424902
5000 0.13 0.500000  0.000000 0.799682 0.424902
5000 0.13 0.100000  0.000000 0.799682 0.424902
5000 0.13 0.050000  0.000000 0.799682 0.424902
5000 0.13 0.010000  0.000000 0.799682 0.424902
5000 0.14 500.000000  0.000000 0.310912 0.224480
5000 0.14 450.000000  0.000000 0.352765 0.242000
5000 0.14 400.000000  0.000000 0.352765 0.242700
5000 0.14 350.000000  0.000000 0.352765 0.242700
5000 0.14 300.000000  0.000000 0.352765 0.246905
5000 0.14 250.000000  0.000000 0.352765 0.247606
5000 0.14 200.000000  0.000000 0.355755 0.249942
5000 0.14 150.000000  0.000000 0.360239 0.253212
5000 0.14 100.000000  0.000000 0.361734 0.256482
5000 0.14 50.000000  0.000000 0.363229 0.256482
5000 0.14 40.000000  0.000000 0.366218 0.260453
5000 0.14 30.000000  0.000000 0.366218 0.260453
5000 0.14 20.000000  0.000000 0.366218 0.261388
5000 0.14 10.000000  0.000000 0.366218 0.261388
5000 0.14 5.000000  0.000000 0.367713 0.264424
5000 0.14 1.000000  0.000000 0.367713 0.264424
5000 0.14 0.500000  0.000000 0.367713 0.264424
5000 0.14 0.100000  0.000000 0.367713 0.264424
5000 0.14 0.050000  0.000000 0.367713 0.264424
5000 0.14 0.010000  0.000000 0.367713 0.264424
10000 0.12 500.000000  0.000000 0.634584 0.394973
10000 0.12 450.000000  0.000000 0.652529 0.403505
10000 0.12 400.000000  0.000000 0.667210 0.406963
10000 0.12 350.000000  0.000000 0.676998 0.409269
10000 0.12 300.000000  0.000000 0.690049 0.414342
10000 0.12 250.000000  0.000000 0.694943 0.415956
10000 0.12 200.000000  0.000000 0.714519 0.424948
10000 0.12 150.000000  0.000000 0.717781 0.427715
10000 0.12 100.000000  0.000000 0.729201 0.439474
10000 0.12 50.000000  0.000000 0.730832 0.443163
10000 0.12 40.000000  0.000000 0.730832 0.443163
10000 0.12 30.000000  0.000000 0.735726 0.447083
10000 0.12 20.000000  0.000000 0.735726 0.447083
10000 0.12 10.000000  0.000000 0.743883 0.454462
10000 0.12 5.000000  0.000000 0.743883 0.454462
10000 0.12 1.000000  0.000000 0.743883 0.454462
10000 0.12 0.500000  0.000000 0.743883 0.454462
10000 0.12 0.100000  0.000000 0.743883 0.454462
10000 0.12 0.050000  0.000000 0.743883 0.454462
10000 0.12 0.010000  0.000000 0.743883 0.454462
10000 0.13 500.000000  0.000000 0.484663 0.299907
10000 0.13 450.000000  0.000000 0.509202 0.308283
10000 0.13 400.000000  0.000000 0.518405 0.313169
10000 0.13 350.000000  0.000000 0.521472 0.315496
10000 0.13 300.000000  0.000000 0.532209 0.320382
10000 0.13 250.000000  0.000000 0.538344 0.325500
10000 0.13 200.000000  0.000000 0.547546 0.330386
10000 0.13 150.000000  0.000000 0.549080 0.335040
10000 0.13 100.000000  0.000000 0.559816 0.343648
10000 0.13 50.000000  0.000000 0.562883 0.346906
10000 0.13 40.000000  0.000000 0.564417 0.348069
10000 0.13 30.000000  0.000000 0.564417 0.350396
10000 0.13 20.000000  0.000000 0.565951 0.354118
10000 0.13 10.000000  0.000000 0.565951 0.354351
10000 0.13 5.000000  0.000000 0.569018 0.356212
10000 0.13 1.000000  0.000000 0.569018 0.356212
10000 0.13 0.500000  0.000000 0.569018 0.357376
10000 0.13 0.100000  0.000000 0.569018 0.357376
10000 0.13 0.050000  0.000000 0.569018 0.357376
10000 0.13 0.010000  0.000000 0.569018 0.357376
10000 0.14 500.000000  0.000000 0.561328 0.334273
10000 0.14 450.000000  0.000000 0.569986 0.340615
10000 0.14 400.000000  0.000000 0.581530 0.343669
10000 0.14 350.000000  0.000000 0.590188 0.351656
10000 0.14 300.000000  0.000000 0.597403 0.354945
10000 0.14 250.000000  0.000000 0.606061 0.362462
10000 0.14 200.000000  0.000000 0.614719 0.369744
10000 0.14 150.000000  0.000000 0.627706 0.377026
10000 0.14 100.000000  0.000000 0.633478 0.385483
10000 0.14 50.000000  0.000000 0.647908 0.407564
10000 0.14 40.000000  0.000000 0.650794 0.414141
10000 0.14 30.000000  0.000000 0.652237 0.416725
10000 0.14 20.000000  0.000000 0.653680 0.420249
10000 0.14 10.000000  0.000000 0.660895 0.426591
10000 0.14 5.000000  0.000000 0.663781 0.428706
10000 0.14 1.000000  0.000000 0.663781 0.428706
10000 0.14 0.500000  0.000000 0.666667 0.431994
10000 0.14 0.100000  0.000000 0.666667 0.431994
10000 0.14 0.050000  0.000000 0.666667 0.431994
10000 0.14 0.010000  0.000000 0.666667 0.431994
10000 0.13 500.000000  0.000000 0.724960 0.353159
10000 0.13 450.000000  0.000000 0.734499 0.355010
10000 0.13 400.000000  0.000000 0.742448 0.365425
10000 0.13 350.000000  0.000000 0.748808 0.367276
10000 0.13 300.000000  0.000000 0.755167 0.375376
10000 0.13 250.000000  0.000000 0.756757 0.381856
10000 0.13 200.000000  0.000000 0.764706 0.389725
10000 0.13 150.000000  0.000000 0.772655 0.398287
10000 0.13 100.000000  0.000000 0.785374 0.406619
10000 0.13 50.000000  0.000000 0.793323 0.415413
10000 0.13 40.000000  0.000000 0.793323 0.415413
10000 0.13 30.000000  0.000000 0.793323 0.415413
10000 0.13 20.000000  0.000000 0.796502 0.425596
10000 0.13 10.000000  0.000000 0.796502 0.425596
10000 0.13 5.000000  0.000000 0.799682 0.430456
10000 0.13 1.000000  0.000000 0.799682 0.430456
10000 0.13 0.500000  0.000000 0.799682 0.430456
10000 0.13 0.100000  0.000000 0.799682 0.430456
10000 0.13 0.050000  0.000000 0.799682 0.430456
10000 0.13 0.010000  0.000000 0.799682 0.430456
10000 0.14 500.000000  0.000000 0.352765 0.221911
10000 0.14 450.000000  0.000000 0.393124 0.244335
10000 0.14 400.000000  0.000000 0.394619 0.244803
10000 0.14 350.000000  0.000000 0.399103 0.245971
10000 0.14 300.000000  0.000000 0.403587 0.248540
10000 0.14 250.000000  0.000000 0.408072 0.251110
10000 0.14 200.000000  0.000000 0.409567 0.252745
10000 0.14 150.000000  0.000000 0.409567 0.254146
10000 0.14 100.000000  0.000000 0.409567 0.256482
10000 0.14 50.000000  0.000000 0.409567 0.256949
10000 0.14 40.000000  0.000000 0.409567 0.257183
10000 0.14 30.000000  0.000000 0.411061 0.259519
10000 0.14 20.000000  0.000000 0.411061 0.259519
10000 0.14 10.000000  0.000000 0.412556 0.261621
10000 0.14 5.000000  0.000000 0.412556 0.261621
10000 0.14 1.000000  0.000000 0.412556 0.261621
10000 0.14 0.500000  0.000000 0.412556 0.261621
10000 0.14 0.100000  0.000000 0.412556 0.261621
10000 0.14 0.050000  0.000000 0.412556 0.261621
10000 0.14 0.010000  0.000000 0.412556 0.261621
