%n density b lambda lse TP FP 
150 0.3128 10000 8 2.687299 0.9996697 0.9978172
150 0.3128 10000 7 2.718006 0.9980185 0.9978172
150 0.3128 10000 4 2.61999 0.996037 0.9979627
150 0.3128 10000 4 2.642101 0.998679 0.9973807
150 0.3128 10000 6 2.525170 0.9963672 0.9970896
150 0.3138 10000 6 2.626574 0.9973667 0.9981055
150 0.3138 10000 10 2.496225 0.9990125 0.9988342
150 0.3138 10000 4 2.827886 0.998025 0.9982512
150 0.3138 10000 6 2.548486 0.9990125 0.9992713
150 0.3138 10000 4 2.703730 0.9970375 0.9970854
150 0.3138 2000 8 2.446246 0.9924292 0.985427
150 0.3138 2000 9 2.363776 0.9888084 0.9874672
150 0.3138 2000 12 2.370266 0.9914417 0.9916934
150 0.3138 2000 8 2.324028 0.9842001 0.9874672
150 0.3138 2000 12 2.257273 0.9871626 0.9899446
150 0.3146 2000 8 2.413184 0.9842416 0.988328
150 0.3146 2000 9 2.434327 0.9917925 0.986869
150 0.3146 2000 8 2.467442 0.987853 0.9889116
150 0.3146 2000 8 2.247415 0.991136 0.9859936
150 0.3146 2000 8 2.258305 0.990151 0.989641
150 0.3138 2000 8 2.350584 0.990125 0.9897989
150 0.3138 2000 10 2.537654 0.9921 0.9851355
150 0.3138 2000 11 2.320271 0.9848585 0.987613
150 0.3138 2000 11 2.267485 0.991771 0.9861556
150 0.3138 2000 10 2.513035 0.9904542 0.9861556
150 0.3128 2000 12 2.364292 0.990753 0.991851
150 0.3128 2000 7 2.278657 0.9887715 0.9906868
150 0.3128 2000 12 2.401739 0.9900925 0.9864668
150 0.3128 2000 8 2.43268 0.9914135 0.9867579
150 0.3128 2000 8 2.201384 0.988111 0.9847206
150 0.3138 2000 9 2.233181 0.9930876 0.9881959
150 0.3138 2000 9 2.443311 0.9927584 0.9890702
150 0.3138 2000 8 2.320784 0.987821 0.9865928
150 0.3138 2000 7 2.169179 0.994075 0.9874672
150 0.3138 2000 9 2.411005 0.98815 0.9905275
150 0.3138 1000 12 2.101446 0.9848585 0.9777033
150 0.3138 1000 9 1.999405 0.9822251 0.9804722
150 0.3138 1000 9 2.247973 0.9763002 0.9737686
150 0.3138 1000 14 2.10824 0.9848585 0.97406
150 0.3138 1000 9 2.000218 0.9815668 0.9720198
150 0.3146 1000 9 2.096102 0.980302 0.979574
150 0.3146 1000 12 2.036104 0.9865397 0.9740298
150 0.3146 1000 14 2.137332 0.9816152 0.9782609
150 0.3146 1000 9 2.243353 0.9760341 0.9731544
150 0.3146 1000 9 2.060721 0.9727511 0.978115
150 0.3138 1000 10 2.067702 0.9802502 0.9737686
150 0.3138 1000 10 2.202741 0.9802502 0.9782862
150 0.3138 1000 10 2.187407 0.9802502 0.977849
150 0.3138 1000 9 2.086770 0.9822251 0.9752259
150 0.3138 1000 10 2.072767 0.9802502 0.9781405
150 0.3128 1000 9 2.201713 0.9755614 0.9790454
150 0.3128 1000 11 2.180798 0.9782034 0.975553
150 0.3128 1000 14 1.971111 0.981506 0.9749709
150 0.3128 1000 12 2.163236 0.978864 0.9813737
150 0.3128 1000 12 2.100961 0.988111 0.979482
150 0.3138 1000 11 2.144591 0.9835418 0.9761003
150 0.3138 1000 13 2.142893 0.9766294 0.9777033
150 0.3138 1000 9 2.08237 0.9769585 0.9781405
150 0.3138 1000 9 2.158362 0.9756419 0.9781405
150 0.3138 1000 8 2.073228 0.9848585 0.9749344
150 0.3138 200 4 1.682525 0.927584 0.9055669
150 0.3138 200 8 1.569242 0.9213298 0.9122705
150 0.3138 200 7 1.730883 0.9239631 0.9057126
150 0.3138 200 8 1.608575 0.9285714 0.8987176
150 0.3138 200 12 1.551287 0.909809 0.9052754
150 0.3146 200 6 1.567945 0.9172685 0.9010797
150 0.3146 200 9 1.615733 0.9290873 0.903414
150 0.3146 200 6 1.595709 0.9277741 0.9018092
150 0.3146 200 12 1.505317 0.9172685 0.9023928
150 0.3146 200 10 1.627663 0.9251477 0.9023928
150 0.3138 200 9 1.615805 0.929559 0.8993005
150 0.3138 200 10 1.605571 0.9045425 0.8965316
150 0.3138 200 12 1.641668 0.909809 0.9113961
150 0.3138 200 11 1.640153 0.90948 0.9046925
150 0.3138 200 9 1.603926 0.9114549 0.8975517
150 0.3128 200 6 1.561914 0.9121532 0.8930442
150 0.3128 200 6 1.574345 0.9180978 0.9054133
150 0.3128 200 7 1.539598 0.9313078 0.9055588
150 0.3128 200 7 1.652447 0.9247028 0.9091967
150 0.3128 200 10 1.594762 0.9147952 0.8972643
150 0.3138 200 12 1.600538 0.9282423 0.9058584
150 0.3138 200 8 1.617842 0.9210007 0.902798
150 0.3138 200 8 1.652043 0.919684 0.904401
150 0.3138 200 6 1.585214 0.9249506 0.9058584
150 0.3138 200 4 1.554315 0.919684 0.908773
150 0.3138 100 10 1.396412 0.8587887 0.8152142
150 0.3138 100 13 1.427089 0.8558262 0.8259983
150 0.3138 100 6 1.323481 0.8568137 0.8192947
150 0.3138 100 7 1.382053 0.8686636 0.8378024
150 0.3138 100 4 1.399762 0.843318 0.8273098
150 0.3146 100 12 1.424959 0.8604728 0.8255034
150 0.3146 100 6 1.417865 0.860801 0.8256493
150 0.3146 100 7 1.408447 0.8630991 0.8255034
150 0.3146 100 7 1.315868 0.8627708 0.8433032
150 0.3146 100 13 1.405642 0.8667104 0.8240444
150 0.3138 100 7 1.403944 0.8722844 0.8168173
150 0.3138 100 7 1.394185 0.8548387 0.8379481
150 0.3138 100 4 1.396642 0.8660303 0.8356164
150 0.3138 100 11 1.395786 0.8584595 0.8316817
150 0.3138 100 7 1.418908 0.8505596 0.8305159
150 0.3128 100 13 1.361386 0.860634 0.8410943
150 0.3128 100 7 1.356265 0.8665786 0.8442957
150 0.3128 100 6 1.349057 0.852708 0.8307625
150 0.3128 100 10 1.333054 0.8507266 0.8294529
150 0.3128 100 7 1.436901 0.8530383 0.8386205
150 0.3138 100 6 1.397320 0.8564845 0.8313903
150 0.3138 100 7 1.404958 0.8676761 0.8195861
150 0.3138 100 10 1.397146 0.8439763 0.8258525
150 0.3138 100 11 1.399742 0.8522054 0.8312445
150 0.3138 100 11 1.393119 0.8722844 0.8230836
250 0.0614 1e+05 1 1.084052 0.6770428 0.4956318
250 0.0614 1e+05 1 1.111550 0.6420233 0.4908374
250 0.0614 1e+05 1 1.084865 0.7120623 0.4922225
250 0.0614 1e+05 1 1.097843 0.7198444 0.5028766
250 0.0614 1e+05 1 1.100416 0.6809339 0.4979757
250 0.0612 1e+05 1 1.080866 0.6289062 0.4925437
250 0.0612 1e+05 1 1.094302 0.6210938 0.4995739
250 0.0612 1e+05 1 1.076522 0.65625 0.494248
250 0.0612 1e+05 1 1.112335 0.6953125 0.494248
250 0.0612 1e+05 1 1.109466 0.6640625 0.5083085
250 0.0616 1e+05 1 1.095989 0.6744186 0.4957374
250 0.0616 1e+05 1 1.075230 0.6899225 0.4899829
250 0.0616 1e+05 1 1.076798 0.6686047 0.4842285
250 0.0616 1e+05 1 1.104423 0.6550388 0.4944587
250 0.0616 1e+05 1 1.087788 0.7015504 0.4923274
250 0.0614 1e+05 1 1.133197 0.6731518 0.509056
250 0.0614 1e+05 1 1.076455 0.6770428 0.4889197
250 0.0614 1e+05 1 1.093397 0.696498 0.4898785
250 0.0614 1e+05 1 1.085612 0.696498 0.4924355
250 0.0614 1e+05 1 1.118296 0.6712062 0.4871085
250 0.0618 1e+05 1 1.097986 0.6988417 0.5101258
250 0.0618 1e+05 1 1.116839 0.6872587 0.4937114
250 0.0618 1e+05 1 1.09309 0.6409266 0.5013856
250 0.0618 1e+05 1 1.085338 0.6679537 0.4862503
250 0.0618 1e+05 1 1.081018 0.6718147 0.4890215
250 0.0614 20000 1 1.095178 0.6536965 0.4903047
250 0.0614 20000 1 1.060514 0.7003891 0.4905178
250 0.0614 20000 1 1.076307 0.7159533 0.4851907
250 0.0614 20000 1 1.122291 0.7003891 0.5028766
250 0.0614 20000 1 1.105146 0.6692607 0.4977626
250 0.0612 20000 1 1.090418 0.6484375 0.4910524
250 0.0612 20000 1 1.124950 0.6015625 0.5051129
250 0.0612 20000 1 1.078269 0.6914062 0.5027695
250 0.0612 20000 1 1.084922 0.65625 0.4870047
250 0.0612 20000 1 1.089173 0.6601562 0.5021304
250 0.0616 20000 1 1.088583 0.6666667 0.4971228
250 0.0616 20000 1 1.094755 0.7093023 0.4970162
250 0.0616 20000 1 1.115267 0.620155 0.4789003
250 0.0616 20000 1 1.101408 0.6976744 0.5157715
250 0.0616 20000 1 1.090640 0.6899225 0.5072464
250 0.0614 20000 1 1.095477 0.6692607 0.4892393
250 0.0614 20000 1 1.093578 0.6653696 0.480716
250 0.0614 20000 1 1.088694 0.6770428 0.4945664
250 0.0614 20000 1 1.065874 0.6809339 0.4900916
250 0.0614 20000 1 1.071526 0.6536965 0.4978692
250 0.0618 20000 1 1.089997 0.6718147 0.4949904
250 0.0618 20000 1 1.127115 0.6988417 0.5047964
250 0.0618 20000 1 1.091684 0.7027027 0.5057557
250 0.0618 20000 1 1.101085 0.6679537 0.4911533
250 0.0618 20000 1 1.070304 0.6872587 0.5022383
250 0.0614 10000 3 1.603856 1 0.9993608
250 0.0614 10000 3 1.677655 0.996109 0.9993608
250 0.0614 10000 3 1.668752 1 0.9993608
250 0.0614 10000 3 1.621620 1 0.9985084
250 0.0614 10000 3 1.603512 1 0.9991477
250 0.0612 10000 3 1.671321 1 0.9996804
250 0.0612 10000 3 1.647692 1 0.9993609
250 0.0612 10000 3 1.593183 1 0.9987218
250 0.0612 10000 3 1.650508 1 0.9985087
250 0.0612 10000 3 1.674414 1 0.9985087
250 0.0616 10000 3 1.677891 1 0.999254
250 0.0616 10000 3 1.644813 0.992248 0.9987212
250 0.0616 10000 3 1.617411 0.998062 0.9988278
250 0.0616 10000 3 1.700007 1 0.9987212
250 0.0616 10000 3 1.611119 1 0.9987212
250 0.0614 10000 3 1.595566 0.9980545 0.9987215
250 0.0614 10000 3 1.624131 1 0.9985084
250 0.0614 10000 3 1.640237 0.996109 0.9980823
250 0.0614 10000 3 1.657108 1 0.9982953
250 0.0614 10000 3 1.652216 1 0.9985084
250 0.0618 10000 3 1.739242 1 0.9982946
250 0.0618 10000 3 1.651937 1 0.9989341
250 0.0618 10000 3 1.634837 1 0.9988275
250 0.0618 10000 3 1.638895 1 0.9982946
250 0.0618 10000 3 1.604609 1 0.9980814
250 0.0614 2000 4 1.586328 1 0.9940337
250 0.0614 2000 6 1.619309 0.9922179 0.9931813
250 0.0614 2000 6 1.626428 1 0.9936075
250 0.0614 2000 4 1.742073 1 0.994673
250 0.0614 2000 8 1.521466 0.9922179 0.992542
250 0.0612 2000 6 1.622416 0.9960938 0.9927567
250 0.0612 2000 6 1.649791 0.9960938 0.994461
250 0.0612 2000 6 1.579068 0.9921875 0.994887
250 0.0612 2000 8 1.578131 0.9960938 0.9959523
250 0.0612 2000 4 1.602003 0.9960938 0.9955262
250 0.0616 2000 4 1.565284 0.992248 0.9922208
250 0.0616 2000 4 1.574678 0.996124 0.9936061
250 0.0616 2000 4 1.603333 0.996124 0.9928602
250 0.0616 2000 4 1.592861 0.996124 0.9912617
250 0.0616 2000 4 1.692236 0.988372 0.9919011
250 0.0614 2000 4 1.664657 1 0.9944598
250 0.0614 2000 7 1.638708 0.9844358 0.9929683
250 0.0614 2000 4 1.585520 0.996109 0.992329
250 0.0614 2000 4 1.695684 0.9922179 0.9933944
250 0.0614 2000 6 1.593655 0.996109 0.9945664
250 0.0618 2000 4 1.579001 1 0.9904072
250 0.0618 2000 12 1.615275 0.992278 0.992752
250 0.0618 2000 4 1.674495 0.9980695 0.9912599
250 0.0618 2000 11 1.638353 0.992278 0.9916862
250 0.0618 2000 8 1.696397 0.988417 0.9939245
250 0.0614 1000 8 1.571252 0.9883268 0.9880673
250 0.0614 1000 7 1.566519 0.9922179 0.9878543
250 0.0614 1000 4 1.552436 1 0.9877477
250 0.0614 1000 10 1.539970 0.996109 0.9850842
250 0.0614 1000 8 1.516849 0.9883268 0.9868954
250 0.0612 1000 8 1.586935 0.9882812 0.9904133
250 0.0612 1000 8 1.591311 0.9882812 0.9863656
250 0.0612 1000 11 1.582983 0.9921875 0.986472
250 0.0612 1000 11 1.622329 0.9882812 0.9876438
250 0.0612 1000 11 1.531592 0.9921875 0.985407
250 0.0616 1000 7 1.564998 0.996124 0.9912617
250 0.0616 1000 11 1.549828 0.988372 0.989237
250 0.0616 1000 8 1.615709 0.992248 0.986786
250 0.0616 1000 9 1.583443 0.996124 0.9852941
250 0.0616 1000 11 1.608862 0.996124 0.9864663
250 0.0614 1000 9 1.493328 0.996109 0.9865758
250 0.0614 1000 7 1.583793 0.9922179 0.9878543
250 0.0614 1000 8 1.663168 0.9805447 0.9891328
250 0.0614 1000 8 1.552200 0.9805447 0.9856169
250 0.0614 1000 11 1.590953 0.9844358 0.9896655
250 0.0618 1000 6 1.514027 0.992278 0.9853976
250 0.0618 1000 4 1.499854 0.992278 0.9833724
250 0.0618 1000 12 1.614809 0.996139 0.9845449
250 0.0618 1000 8 1.534360 0.992278 0.9866766
250 0.0618 1000 11 1.547840 1 0.9848646
250 0.0614 200 7 1.470038 0.963035 0.9369273
250 0.0614 200 10 1.424854 0.9610895 0.9401236
250 0.0614 200 12 1.479833 0.9610895 0.936075
250 0.0614 200 11 1.390698 0.9571984 0.9365012
250 0.0614 200 11 1.439747 0.9533074 0.933518
250 0.0612 200 11 1.457660 0.9394531 0.9394972
250 0.0612 200 14 1.434597 0.9609375 0.9407755
250 0.0612 200 4 1.456619 0.9570312 0.935769
250 0.0612 200 9 1.394081 0.96875 0.938006
250 0.0612 200 11 1.444820 0.9570312 0.9340648
250 0.0616 200 10 1.396769 0.9651163 0.941283
250 0.0616 200 10 1.385120 0.9341085 0.9390452
250 0.0616 200 9 1.480466 0.9573643 0.9370205
250 0.0616 200 4 1.450530 0.9651163 0.9401108
250 0.0616 200 12 1.425171 0.9457364 0.9393649
250 0.0614 200 14 1.461347 0.9649805 0.9373535
250 0.0614 200 6 1.476878 0.9494163 0.9356488
250 0.0614 200 9 1.330838 0.9533074 0.940017
250 0.0614 200 7 1.414005 0.9727626 0.940976
250 0.0614 200 4 1.489549 0.9571984 0.9385255
250 0.0618 200 4 1.375748 0.949807 0.937007
250 0.0618 200 10 1.427988 0.953668 0.9334897
250 0.0618 200 12 1.407052 0.965251 0.9356214
250 0.0618 200 9 1.393155 0.957529 0.9347687
250 0.0618 200 4 1.434671 0.980695 0.9317843
250 0.0614 100 6 1.3451 0.9494163 0.8891967
250 0.0614 100 7 1.374223 0.9494163 0.8708715
250 0.0614 100 6 1.301061 0.9416342 0.8832303
250 0.0614 100 4 1.332332 0.8793774 0.884722
250 0.0614 100 6 1.340484 0.9027237 0.879821
250 0.0612 100 7 1.346936 0.8867188 0.8857052
250 0.0612 100 6 1.399510 0.8984375 0.8902855
250 0.0612 100 6 1.358165 0.9101562 0.8870899
250 0.0612 100 10 1.287244 0.9140625 0.8832552
250 0.0612 100 4 1.327451 0.921875 0.8832552
250 0.0616 100 4 1.364033 0.9224806 0.8753197
250 0.0616 100 4 1.297264 0.9496124 0.88896
250 0.0616 100 4 1.315479 0.9205426 0.8934356
250 0.0616 100 7 1.340501 0.9379845 0.8878943
250 0.0616 100 4 1.301545 0.9224806 0.8829923
250 0.0614 100 12 1.31053 0.922179 0.8813126
250 0.0614 100 6 1.373397 0.8949416 0.8773706
250 0.0614 100 4 1.378255 0.9377432 0.8894098
250 0.0614 100 4 1.292466 0.92607 0.8787556
250 0.0614 100 6 1.320817 0.9338521 0.8817388
250 0.0618 100 4 1.326205 0.92278 0.8835003
250 0.0618 100 6 1.371845 0.915058 0.878917
250 0.0618 100 4 1.356496 0.930502 0.8718823
250 0.0618 100 10 1.374428 0.934363 0.8931997
250 0.0618 100 4 1.313088 0.930502 0.8806225
250 0.2188 1e+05 1 1.069201 0.6455939 0.4951357
250 0.2188 1e+05 1 1.092978 0.6590038 0.5079365
250 0.2188 1e+05 1 1.130547 0.6350575 0.5104967
250 0.2188 1e+05 1 1.112529 0.631226 0.5081925
250 0.2188 1e+05 1 1.058597 0.6551724 0.4956477
250 0.2196 1e+05 1 1.131137 0.6727099 0.5001281
250 0.2196 1e+05 1 1.065998 0.6622137 0.5071758
250 0.2196 1e+05 1 1.114485 0.6307252 0.5043567
250 0.2196 1e+05 1 1.101996 0.6593511 0.4974372
250 0.2196 1e+05 1 1.076208 0.6402672 0.4992312
250 0.219 1e+05 1 1.082860 0.6373206 0.4839949
250 0.219 1e+05 1 1.094904 0.6382775 0.4898848
250 0.219 1e+05 1 1.093299 0.6526316 0.4957746
250 0.219 1e+05 1 1.099121 0.6535885 0.5055058
250 0.219 1e+05 1 1.071951 0.6411483 0.5014085
250 0.2182 1e+05 1 1.050004 0.660903 0.4983372
250 0.2182 1e+05 1 1.148253 0.6570605 0.4911742
250 0.2182 1e+05 1 1.103578 0.6580211 0.5074188
250 0.2182 1e+05 1 1.105023 0.6551393 0.501407
250 0.2182 1e+05 1 1.086646 0.6604227 0.4952673
250 0.2194 1e+05 1 1.115930 0.6542502 0.4914169
250 0.2194 1e+05 1 1.073519 0.6666667 0.5065334
250 0.2194 1e+05 1 1.107370 0.6408787 0.4920574
250 0.2194 1e+05 1 1.093448 0.635148 0.4970535
250 0.2194 1e+05 1 1.117591 0.6590258 0.5028183
250 0.2188 20000 1 1.079936 0.6408046 0.500384
250 0.2188 20000 1 1.072559 0.6551724 0.4947517
250 0.2188 20000 1 1.074140 0.651341 0.4964158
250 0.2188 20000 1 1.070651 0.6369732 0.5029442
250 0.2188 20000 1 1.129594 0.6091954 0.4884793
250 0.2196 20000 1 1.087476 0.6708015 0.506407
250 0.2196 20000 1 1.105257 0.6879771 0.5038442
250 0.2196 20000 1 1.11889 0.6211832 0.5112763
250 0.2196 20000 1 1.084111 0.6526718 0.5023065
250 0.2196 20000 1 1.084851 0.629771 0.4938493
250 0.219 20000 1 1.065448 0.6497608 0.4996159
250 0.219 20000 1 1.069170 0.6406699 0.5039693
250 0.219 20000 1 1.089829 0.6688995 0.5011524
250 0.219 20000 1 1.122888 0.622488 0.5047375
250 0.219 20000 1 1.057385 0.661244 0.4975672
250 0.2182 20000 1 1.098267 0.6522574 0.4973139
250 0.2182 20000 1 1.084920 0.6570605 0.5049885
250 0.2182 20000 1 1.071485 0.6570605 0.4976976
250 0.2182 20000 1 1.100086 0.6301633 0.5063955
250 0.2182 20000 1 1.082157 0.6570605 0.5034536
250 0.2194 20000 1 1.111747 0.6513849 0.493979
250 0.2194 20000 1 1.121731 0.6427889 0.4960287
250 0.2194 20000 1 1.109603 0.65234 0.4965411
250 0.2194 20000 1 1.092213 0.643744 0.4944914
250 0.2194 20000 1 1.121435 0.6456543 0.503587
250 0.2188 10000 3 1.586836 0.999521 0.99872
250 0.2188 10000 3 1.559389 0.9976054 0.998976
250 0.2188 10000 3 1.561476 0.9990421 0.99872
250 0.2188 10000 3 1.560564 1 0.998464
250 0.2188 10000 3 1.558583 1 0.998976
250 0.2196 10000 3 1.530488 1 0.998206
250 0.2196 10000 3 1.607811 1 0.9994874
250 0.2196 10000 3 1.690313 0.9990458 0.9976935
250 0.2196 10000 3 1.557310 0.9990458 0.9993593
250 0.2196 10000 3 1.627541 1 0.9984623
250 0.219 10000 3 1.542418 1 0.9987196
250 0.219 10000 3 1.545512 0.9971292 0.9987196
250 0.219 10000 3 1.580163 1 0.9980794
250 0.219 10000 3 1.528113 0.9971292 0.9987196
250 0.219 10000 3 1.542839 0.999043 0.9992318
250 0.2182 10000 3 1.589845 0.9990394 0.9979534
250 0.2182 10000 3 1.486763 0.9990394 0.9975697
250 0.2182 10000 3 1.534396 0.9980788 0.9976976
250 0.2182 10000 3 1.662774 0.9990394 0.9982093
250 0.2182 10000 3 1.600574 0.9980788 0.9989767
250 0.2194 10000 3 1.552305 1 0.998719
250 0.2194 10000 3 1.662799 1 0.9984627
250 0.2194 10000 3 1.616234 0.9980898 0.998847
250 0.2194 10000 3 1.689945 0.9990449 0.9992314
250 0.2194 10000 3 1.509557 1 0.9991033
250 0.2188 2000 8 1.664396 0.9952107 0.9948797
250 0.2188 2000 6 1.559178 0.993774 0.9921915
250 0.2188 2000 6 1.518405 0.9990421 0.9929595
250 0.2188 2000 7 1.502115 0.9942529 0.9935996
250 0.2188 2000 8 1.608979 0.9952107 0.9925755
250 0.2196 2000 7 1.528533 0.9933206 0.9933368
250 0.2196 2000 4 1.590450 0.995229 0.9924398
250 0.2196 2000 4 1.529854 0.9942748 0.9892363
250 0.2196 2000 6 1.557946 0.9923664 0.9948744
250 0.2196 2000 8 1.570387 0.9980916 0.9909021
250 0.219 2000 4 1.495198 0.9933014 0.9927017
250 0.219 2000 4 1.534316 0.9961722 0.9928297
250 0.219 2000 4 1.531623 0.9971292 0.990781
250 0.219 2000 4 1.569038 0.99378 0.9959027
250 0.219 2000 6 1.462383 0.9971292 0.9946223
250 0.2182 2000 4 1.506651 0.9903939 0.9948836
250 0.2182 2000 4 1.536593 0.9932757 0.9936045
250 0.2182 2000 4 1.513492 0.992315 0.9930929
250 0.2182 2000 4 1.466728 0.9990394 0.9934766
250 0.2182 2000 7 1.54259 1 0.992965
250 0.2194 2000 4 1.498170 0.9971347 0.9950038
250 0.2194 2000 4 1.662953 0.995702 0.9923136
250 0.2194 2000 11 1.549624 0.9918816 0.991673
250 0.2194 2000 6 1.544245 0.9971347 0.9925698
250 0.2194 2000 6 1.585092 0.9952245 0.992826
250 0.2188 1000 9 1.583040 0.9846743 0.9882232
250 0.2188 1000 8 1.545451 0.9923372 0.9877112
250 0.2188 1000 7 1.586690 0.9885057 0.9895033
250 0.2188 1000 11 1.521694 0.9918582 0.983871
250 0.2188 1000 7 1.48242 0.9904215 0.9873272
250 0.2196 1000 8 1.420502 0.9895038 0.9829575
250 0.2196 1000 14 1.533552 0.9885496 0.9884675
250 0.2196 1000 11 1.551218 0.9885496 0.9894926
250 0.2196 1000 6 1.613678 0.9895038 0.9855202
250 0.2196 1000 7 1.588991 0.9909351 0.9866735
250 0.219 1000 7 1.526325 0.9875598 0.9860435
250 0.219 1000 7 1.528775 0.9875598 0.9882202
250 0.219 1000 10 1.531065 0.9942584 0.9856594
250 0.219 1000 13 1.515288 0.9942584 0.9833547
250 0.219 1000 7 1.482559 0.9870813 0.9854033
250 0.2182 1000 7 1.467539 0.995197 0.9854183
250 0.2182 1000 7 1.509111 0.9879923 0.9850345
250 0.2182 1000 7 1.531964 0.9894332 0.9846508
250 0.2182 1000 12 1.462560 0.987512 0.9861857
250 0.2182 1000 13 1.518409 0.9932757 0.9841392
250 0.2194 1000 6 1.552637 0.986151 0.9877018
250 0.2194 1000 7 1.423582 0.9942693 0.987958
250 0.2194 1000 9 1.512015 0.9847182 0.9857802
250 0.2194 1000 11 1.647328 0.9933142 0.985524
250 0.2194 1000 11 1.482793 0.9918816 0.9875737
250 0.2188 200 14 1.376791 0.9415709 0.9393241
250 0.2188 200 9 1.398180 0.9501916 0.9413722
250 0.2188 200 7 1.396260 0.960728 0.9429083
250 0.2188 200 10 1.357954 0.9655172 0.9348438
250 0.2188 200 6 1.447903 0.967433 0.9334357
250 0.2196 200 14 1.336035 0.9646947 0.9300359
250 0.2196 200 9 1.369493 0.9589695 0.9340082
250 0.2196 200 8 1.426391 0.9541985 0.9370835
250 0.2196 200 4 1.461808 0.9532443 0.9433624
250 0.2196 200 12 1.371211 0.9446565 0.937468
250 0.219 200 6 1.389171 0.9559809 0.9349552
250 0.219 200 12 1.394716 0.95311 0.9368758
250 0.219 200 9 1.389573 0.9492823 0.937516
250 0.219 200 10 1.380151 0.9598086 0.9331626
250 0.219 200 6 1.404849 0.969378 0.940589
250 0.2182 200 14 1.386178 0.9606148 0.9398823
250 0.2182 200 6 1.353868 0.9490874 0.9398823
250 0.2182 200 8 1.435003 0.9586936 0.9342543
250 0.2182 200 4 1.410612 0.9548511 0.9350217
250 0.2182 200 10 1.404706 0.9586936 0.9370683
250 0.2194 200 7 1.398101 0.9627507 0.9365872
250 0.2194 200 7 1.359707 0.9522445 0.9318473
250 0.2194 200 4 1.416800 0.9512894 0.9359467
250 0.2194 200 9 1.416732 0.9617956 0.9395337
250 0.2194 200 12 1.418709 0.9627507 0.942352
250 0.2188 100 6 1.269806 0.9176245 0.8830005
250 0.2188 100 6 1.269595 0.9157088 0.8814644
250 0.2188 100 4 1.312493 0.9224138 0.874808
250 0.2188 100 6 1.275786 0.928161 0.8952893
250 0.2188 100 6 1.2892 0.9099617 0.8891449
250 0.2196 100 4 1.313299 0.9208015 0.8796771
250 0.2196 100 4 1.308767 0.9122137 0.8787801
250 0.2196 100 8 1.331139 0.9198473 0.8780113
250 0.2196 100 4 1.287725 0.9069656 0.8877499
250 0.2196 100 7 1.261573 0.9198473 0.8764736
250 0.219 100 7 1.330961 0.9119617 0.8823303
250 0.219 100 6 1.331744 0.9196172 0.8816901
250 0.219 100 4 1.299562 0.9263158 0.8857875
250 0.219 100 4 1.269019 0.9196172 0.8745198
250 0.219 100 4 1.252807 0.9205742 0.8798976
250 0.2182 100 6 1.28211 0.9260327 0.8838578
250 0.2182 100 4 1.244365 0.9193084 0.8787414
250 0.2182 100 4 1.22217 0.9231508 0.883602
250 0.2182 100 6 1.295767 0.9154659 0.8774623
250 0.2182 100 7 1.255485 0.925072 0.8812996
250 0.2194 100 6 1.260125 0.9169054 0.8795798
250 0.2194 100 4 1.368576 0.9212034 0.884576
250 0.2194 100 4 1.335669 0.9159503 0.8861132
250 0.2194 100 6 1.275846 0.9264565 0.8838073
250 0.2194 100 9 1.253119 0.9149952 0.8886754
250 0.3138 1e+05 1 1.088138 0.638578 0.5010201
250 0.3138 1e+05 1 1.065724 0.6629361 0.5001457
250 0.3138 1e+05 1 1.077604 0.6352864 0.509181
250 0.3138 1e+05 1 1.09287 0.6477946 0.5123871
250 0.3138 1e+05 1 1.067076 0.636603 0.4969397
250 0.3146 1e+05 1 1.085834 0.6346028 0.4973738
250 0.3146 1e+05 1 1.06812 0.6401838 0.4963525
250 0.3146 1e+05 1 1.103476 0.641497 0.4884739
250 0.3146 1e+05 1 1.113154 0.638214 0.4995623
250 0.3146 1e+05 1 1.096016 0.6319764 0.5147359
250 0.3138 1e+05 1 1.081217 0.646478 0.5185077
250 0.3138 1e+05 1 1.125289 0.6221198 0.4902361
250 0.3138 1e+05 1 1.101937 0.6622778 0.5208394
250 0.3138 1e+05 1 1.12597 0.6458196 0.502186
250 0.3138 1e+05 1 1.101551 0.6214615 0.5033518
250 0.3128 1e+05 1 1.06277 0.652576 0.4988359
250 0.3128 1e+05 1 1.071619 0.6469617 0.4982538
250 0.3128 1e+05 1 1.092646 0.6354029 0.4944703
250 0.3128 1e+05 1 1.088153 0.6360634 0.5133877
250 0.3128 1e+05 1 1.100902 0.6383752 0.5098952
250 0.3138 1e+05 1 1.080220 0.638578 0.501603
250 0.3138 1e+05 1 1.101389 0.6398947 0.5071408
250 0.3138 1e+05 1 1.101067 0.6313364 0.5094725
250 0.3138 1e+05 1 1.054716 0.6056616 0.5103468
250 0.3138 1e+05 1 1.127733 0.6240948 0.5217138
250 0.3138 20000 1 1.103483 0.6398947 0.5094725
250 0.3138 20000 1 1.082433 0.6313364 0.5097639
250 0.3138 20000 1 1.072591 0.6431863 0.519965
250 0.3138 20000 1 1.109310 0.6622778 0.4953366
250 0.3138 20000 1 1.077252 0.6280448 0.5059749
250 0.3146 20000 1 1.091459 0.6375575 0.5062737
250 0.3146 20000 1 1.132584 0.641497 0.5042311
250 0.3146 20000 1 1.099349 0.6336179 0.5004377
250 0.3146 20000 1 1.087049 0.6355877 0.5094835
